"predictions","NN_5","Activity","bin_NN"
"Positive",0.26680283187437,"Positive",3
"Positive",0.242130126568027,"Positive",3
"Positive",0.157902875229862,"Positive",2
"Positive",0.182411992274586,"Positive",2
"Positive",0.176057531489126,"Positive",2
"Positive",0.176057531489126,"Positive",2
"Positive",0.176057531489126,"Positive",2
"Positive",0.266115463386381,"Positive",3
"Positive",0.381323862248902,"Positive",4
"Positive",0.292699814480577,"Positive",4
"Positive",0.178072790756517,"Positive",2
"Positive",0.0805596583480544,"Positive",1
"Positive",0.324544073439488,"Positive",4
"Positive",0.380899281845357,"Positive",4
"Positive",0.0740011240985311,"Positive",1
"Positive",0.174641453214543,"Positive",2
"Positive",0.33321319692822,"Positive",4
"Positive",0.24414581377948,"Positive",3
"Positive",0.21642854190547,"Positive",2
"Positive",0.328683232436156,"Positive",4
"Positive",0.313507268278406,"Positive",4
"Positive",0.371584845892348,"Positive",4
"Positive",0.255391940603967,"Positive",3
"Positive",0.311228685987312,"Positive",4
"Positive",0.27476597733695,"Positive",3
"Positive",0.247921391764281,"Positive",3
"Positive",0.354742483375791,"Positive",4
"Positive",0.292605038738375,"Positive",4
"Positive",0.26709395591656,"Positive",3
"Positive",0.25835323033875,"Positive",3
"Positive",0.266266983707122,"Positive",3
"Positive",0.296075987298607,"Positive",4
"Positive",0.321618268624421,"Positive",4
"Positive",0.306355358522664,"Positive",4
"Positive",0.315519370306614,"Positive",4
"Positive",0.328428747609385,"Positive",4
"Positive",0.300489910629008,"Positive",4
"Positive",1,"Positive",4
"Positive",0.303182241774721,"Positive",4
"Positive",0.341687382854179,"Positive",4
"Positive",0.30463518995233,"Positive",4
"Positive",0.367516919141427,"Positive",4
"Positive",0.190461729503937,"Positive",2
"Positive",0.33010787154211,"Positive",4
"Positive",0.375031598433415,"Positive",4
"Positive",0.289414534084166,"Positive",4
"Positive",0.261144225787385,"Positive",3
"Positive",0.196467326827868,"Positive",2
"Positive",0.219221084209677,"Positive",3
"Positive",0.0503021518540359,"Positive",1
"Positive",0.144160237004324,"Positive",1
"Positive",0.0754532277810538,"Positive",1
"Positive",0.144160237004324,"Positive",1
"Positive",0.0503021518540359,"Positive",1
"Positive",0.0754532277810538,"Positive",1
"Positive",0.123722443579196,"Positive",1
"Positive",0.163005063439539,"Positive",2
"Positive",0.148644662990036,"Positive",2
"Positive",0.216560528194287,"Positive",2
"Positive",0.186818035785768,"Positive",2
"Positive",0.232692706470231,"Positive",3
"Positive",0.206757870038579,"Positive",2
"Positive",0.461958200116411,"Positive",4
"Positive",0.271629237592564,"Positive",3
"Positive",0.216765117811956,"Positive",2
"Positive",0.220800983965735,"Positive",3
"Positive",0.430035220340261,"Positive",4
"Positive",0.17048398522757,"Positive",2
"Positive",0.220071914361407,"Positive",3
"Positive",0.181138936109981,"Positive",2
"Positive",0.126036713655392,"Positive",1
"Positive",0.326952820926839,"Positive",4
"Positive",0.309393103515296,"Positive",4
"Positive",0.308616096023237,"Positive",4
"Positive",0.311186996533302,"Positive",4
"Negative",0.227746152081765,"Positive",3
"Positive",0.157202289917645,"Positive",2
"Positive",0.235987169481783,"Positive",3
"Positive",0.487310226852697,"Positive",4
"Positive",0.148773235644851,"Positive",2
"Positive",0.236974822615325,"Positive",3
"Positive",0.227468371541318,"Positive",3
"Positive",0.284455187853286,"Positive",3
"Positive",0.253691329380607,"Positive",3
"Positive",0.301207896135884,"Positive",4
"Positive",0.357896598997495,"Positive",4
"Positive",0.174164278116396,"Positive",2
"Positive",0.238636348303662,"Positive",3
"Positive",0.17750931665801,"Positive",2
"Positive",0.293940567279211,"Positive",4
"Positive",0.178564699889754,"Positive",2
"Positive",0.203143305564376,"Positive",2
"Positive",0.142981961211953,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.101571652782188,"Positive",1
"Positive",0.101571652782188,"Positive",1
"Positive",0.351976536755292,"Positive",4
"Positive",0.41984093371121,"Positive",4
"Positive",0.219252142083402,"Positive",3
"Positive",0.347632264059602,"Positive",4
"Positive",0.378267946511345,"Positive",4
"Positive",0.378267946511345,"Positive",4
"Positive",0.230533337298574,"Positive",3
"Positive",0.271320764554644,"Positive",3
"Positive",0.293592874037381,"Positive",4
"Positive",0.349368583016824,"Positive",4
"Positive",0.229488807080883,"Positive",3
"Positive",0.224245406354635,"Positive",3
"Positive",0.248094742125931,"Positive",3
"Positive",0.137062629950351,"Positive",1
"Positive",0.106635216839325,"Positive",1
"Positive",0.248163544607709,"Positive",3
"Positive",0.106892072689826,"Positive",1
"Positive",0.0838369197567264,"Positive",1
"Positive",0.195005761786109,"Positive",2
"Positive",0.352107750274697,"Positive",4
"Positive",0.222520530573094,"Positive",3
"Positive",0.101571652782188,"Positive",1
"Positive",0.101571652782188,"Positive",1
"Positive",0.124901102808212,"Positive",1
"Positive",0.149295835597504,"Positive",2
"Positive",0.157001047120598,"Positive",2
"Positive",0.270459075380429,"Positive",3
"Positive",0.124491474394925,"Positive",1
"Positive",0.265379973845726,"Positive",3
"Positive",0.218968790049604,"Positive",3
"Positive",0,"Positive",1
"Positive",0.137382988668475,"Positive",1
"Positive",0,"Positive",1
"Positive",0,"Positive",1
"Positive",0,"Positive",1
"Positive",0,"Positive",1
"Positive",0,"Positive",1
"Positive",0.0528172594467377,"Positive",1
"Positive",0,"Positive",1
"Positive",0.212770945771206,"Positive",2
"Positive",0.253630132926415,"Positive",3
"Positive",0.179653336323152,"Positive",2
"Positive",0.293375682878346,"Positive",4
"Positive",0.100150399945285,"Positive",1
"Positive",0.335262203144715,"Positive",4
"Positive",0.344223945684947,"Positive",4
"Positive",0.354967849379537,"Positive",4
"Positive",0.30374515623455,"Positive",4
"Positive",0.283870921789805,"Positive",3
"Positive",0.0880287657445628,"Positive",1
"Positive",0,"Positive",1
"Positive",0.335262205248527,"Positive",4
"Positive",0.406960258934466,"Positive",4
"Positive",0.204363609227893,"Positive",2
"Positive",0.342987086458203,"Positive",4
"Positive",0.195436548004102,"Positive",2
"Positive",0.240078452030626,"Positive",3
"Positive",0.240078452030626,"Positive",3
"Positive",0.241886830909682,"Positive",3
"Positive",0.205122395482626,"Positive",2
"Positive",0.288180288001818,"Positive",4
"Positive",0.272224915656179,"Positive",3
"Positive",0.563521999819333,"Positive",4
"Positive",0.242073606921731,"Positive",3
"Positive",0.325537894039514,"Positive",4
"Positive",0.0997659345105044,"Positive",1
"Positive",0.183177318224633,"Positive",2
"Positive",0.199384817690617,"Positive",2
"Positive",0.157888423485252,"Positive",2
"Positive",0.310136680892964,"Positive",4
"Positive",0.15822875880932,"Positive",2
"Positive",0.119174686566266,"Positive",1
"Positive",0.15822875880932,"Positive",2
"Positive",0.116253569558679,"Positive",1
"Positive",0.116253569558679,"Positive",1
"Positive",0.127745489966734,"Positive",1
"Positive",0.0688428592632389,"Positive",1
"Positive",0.188708188042468,"Positive",2
"Positive",0.148602929984559,"Positive",2
"Positive",0.174768898997601,"Positive",2
"Positive",0.200151792822731,"Positive",2
"Positive",0.218973290369307,"Positive",3
"Positive",0.185363134396975,"Positive",2
"Positive",0.229580974843873,"Positive",3
"Positive",0.252963500163511,"Positive",3
"Positive",0.226354671706674,"Positive",3
"Positive",0.13896136659663,"Positive",1
"Positive",0.117946022974026,"Positive",1
"Positive",0.167297261665578,"Positive",2
"Positive",0.492457605718992,"Positive",4
"Positive",0.261690833802767,"Positive",3
"Negative",0.323133025514272,"Positive",4
"Positive",0.0969529665071907,"Positive",1
"Positive",0.356633172283698,"Positive",4
"Positive",0.290052323173761,"Positive",4
"Positive",0.282673820107351,"Positive",3
"Positive",0.292386426063377,"Positive",4
"Positive",0.32388791042255,"Positive",4
"Positive",0.185096933460372,"Positive",2
"Positive",0.32438750894881,"Positive",4
"Positive",0.266510532739274,"Positive",3
"Positive",0.131675349518941,"Positive",1
"Positive",0.125538207233622,"Positive",1
"Positive",0.214944753691277,"Positive",2
"Positive",0.165444874595713,"Positive",2
"Positive",0.158868845791059,"Positive",2
"Positive",0.146714609574271,"Positive",2
"Positive",0.455020783645293,"Positive",4
"Positive",0.220071914361407,"Positive",3
"Positive",0.176057531489126,"Positive",2
"Positive",0.442491300035026,"Positive",4
"Positive",0.556252965029583,"Positive",4
"Positive",0.420703674122108,"Positive",4
"Negative",0.388908395020141,"Positive",4
"Positive",0.248112786951999,"Positive",3
"Positive",0.415514562490703,"Positive",4
"Positive",0.338492239503204,"Positive",4
"Positive",0.276998452082612,"Positive",3
"Positive",0.407403606340229,"Positive",4
"Positive",0.255925380083631,"Positive",3
"Positive",0.428376274155562,"Positive",4
"Positive",0.305403569078609,"Positive",4
"Positive",0.450017645459975,"Positive",4
"Positive",0.0406286611128751,"Positive",1
"Positive",0.264934716167884,"Positive",3
"Positive",0.163981260920897,"Positive",2
"Positive",0.0406286611128751,"Positive",1
"Positive",0.428445481382451,"Positive",4
"Positive",0.0867682033695632,"Positive",1
"Positive",0.0956036203386905,"Positive",1
"Positive",0.240078452030626,"Positive",3
"Positive",0.240078452030626,"Positive",3
"Positive",0.238458777359238,"Positive",3
"Positive",0.126815066463208,"Positive",1
"Positive",0.105634518893475,"Positive",1
"Positive",0.132043148616844,"Positive",1
"Positive",0.341050894395541,"Positive",4
"Negative",0.508935790432362,"Positive",4
"Positive",0.220071914361407,"Positive",3
"Positive",0.420876010393236,"Positive",4
"Positive",0.341319634051773,"Positive",4
"Positive",0.375782490633267,"Positive",4
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.240078452030626,"Positive",3
"Positive",0.440143828722814,"Positive",4
"Positive",0.412908794623571,"Positive",4
"Positive",0.220071914361407,"Positive",3
"Positive",0.404991320051439,"Positive",4
"Positive",0.307879338510204,"Positive",4
"Positive",0.312628597814282,"Positive",4
"Positive",0.448761533770114,"Positive",4
"Positive",0.52823106214459,"Positive",4
"Positive",0.448556006850191,"Positive",4
"Positive",0.324069351474793,"Positive",4
"Positive",0.267314102139562,"Positive",3
"Positive",0.115084577833479,"Positive",1
"Positive",0.171785120772369,"Positive",2
"Positive",0.112265161526368,"Positive",1
"Positive",0.515731604107379,"Positive",4
"Positive",0.416107406552514,"Positive",4
"Positive",0.280025732735794,"Positive",3
"Positive",0.280025732735794,"Positive",3
"Positive",0.317210563726999,"Positive",4
"Positive",0.350892259576705,"Positive",4
"Positive",0.121510124642696,"Positive",1
"Positive",0.19162500056746,"Positive",2
"Positive",0.231191901105447,"Positive",3
"Positive",0.376270571195466,"Positive",4
"Positive",0.429431601180964,"Positive",4
"Positive",0.0733573047871356,"Positive",1
"Positive",0.0733573047871356,"Positive",1
"Positive",0.0733573047871356,"Positive",1
"Positive",0.0733573047871356,"Positive",1
"Positive",0.0733573047871357,"Positive",1
"Positive",0.0733573047871356,"Positive",1
"Positive",0.325399232562051,"Positive",4
"Positive",0.360012958567764,"Positive",4
"Positive",0.392639205515363,"Positive",4
"Positive",0.159665862577822,"Positive",2
"Positive",0.0679079050029484,"Positive",1
"Positive",0.314539154068674,"Positive",4
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.220071914361407,"Positive",3
"Positive",0.176057531489126,"Positive",2
"Positive",0.379749425520316,"Positive",4
